,Year,Age,MainOffence,Gender,Ethnicity,Order,Value,Flags
16975.1,2003,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",18,NA
16975.11,2003,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",18,NA
16975.12,2003,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",18,NA
16975.13,2003,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",18,NA
16975.14,2003,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",18,NA
16975.15,2003,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",18,NA
16975.16,2003,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",18,NA
16975.17,2003,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",18,NA
16333,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.1,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.2,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.3,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.4,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.5,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.6,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.7,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.8,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.9,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.1,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
16333.11,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",12,NA
15724,2003,15,Acts Intended To Cause Injury,Male,Maori,"Supervision with activity, intensive supervision",6,NA
15724.1,2003,15,Acts Intended To Cause Injury,Male,Maori,"Supervision with activity, intensive supervision",6,NA
15724.2,2003,15,Acts Intended To Cause Injury,Male,Maori,"Supervision with activity, intensive supervision",6,NA
15724.3,2003,15,Acts Intended To Cause Injury,Male,Maori,"Supervision with activity, intensive supervision",6,NA
15724.4,2003,15,Acts Intended To Cause Injury,Male,Maori,"Supervision with activity, intensive supervision",6,NA
15724.5,2003,15,Acts Intended To Cause Injury,Male,Maori,"Supervision with activity, intensive supervision",6,NA
16737,2003,15,Property Damage And Environmental Pollution,Male,Maori,"Supervision with activity, intensive supervision",1,NA
16114,2003,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",1,NA
16451,2003,15,Theft And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",6,NA
16451.1,2003,15,Theft And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",6,NA
16451.2,2003,15,Theft And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",6,NA
16451.3,2003,15,Theft And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",6,NA
16451.4,2003,15,Theft And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",6,NA
16451.5,2003,15,Theft And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",6,NA
16279,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16279.1,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16279.2,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16279.3,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16279.4,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16279.5,2003,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16000,2003,15,"Abduction, Harassment And Other Offences Against The Person",Male,Maori,Supervision with residence,1,NA
15702,2003,15,Acts Intended To Cause Injury,Male,Maori,Supervision with residence,1,NA
17035,2003,15,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Maori,Supervision with residence,1,NA
16642,2003,15,Prohibited And Regulated Weapons And Explosives Offences,Male,Maori,Supervision with residence,1,NA
